"SubID","Block","Trial","Condition","TestDuration","Long","Exp"
"8",1,56,"Sac-Gap",750,0,"Exp1"
"8",1,57,"Sac-Gap",500,1,"Exp1"
"8",1,60,"Sac-Gap",875,1,"Exp1"
"8",1,61,"Sac-Gap",750,1,"Exp1"
"8",1,62,"Sac-Gap",375,0,"Exp1"
"8",1,63,"Sac-Gap",750,1,"Exp1"
"8",1,64,"Sac-Gap",625,1,"Exp1"
"8",1,65,"Sac-Gap",750,1,"Exp1"
"8",1,66,"Sac-Gap",125,0,"Exp1"
"8",1,68,"Sac-Gap",375,0,"Exp1"
"8",1,69,"Sac-Gap",625,1,"Exp1"
"8",1,70,"Sac-Gap",375,1,"Exp1"
"8",1,71,"Sac-Gap",375,1,"Exp1"
"8",1,73,"Sac-Gap",875,1,"Exp1"
"8",1,74,"Sac-Gap",875,1,"Exp1"
"8",1,75,"Sac-Gap",875,1,"Exp1"
"8",1,76,"Sac-Gap",500,0,"Exp1"
"8",1,77,"Sac-Gap",500,1,"Exp1"
"8",1,79,"Sac-Gap",375,0,"Exp1"
"8",1,80,"Sac-Gap",750,0,"Exp1"
"8",1,81,"Sac-Gap",500,1,"Exp1"
"8",1,82,"Sac-Gap",375,0,"Exp1"
"8",1,85,"Sac-Gap",125,0,"Exp1"
"8",1,89,"Sac-Gap",250,0,"Exp1"
"8",1,90,"Sac-Gap",875,1,"Exp1"
"8",1,91,"Sac-Gap",875,1,"Exp1"
"8",1,92,"Sac-Gap",875,1,"Exp1"
"8",1,95,"Sac-Gap",750,1,"Exp1"
"8",1,96,"Sac-Gap",375,0,"Exp1"
"8",1,97,"Sac-Gap",625,1,"Exp1"
"8",1,98,"Sac-Gap",250,0,"Exp1"
"8",1,99,"Sac-Gap",875,1,"Exp1"
"8",1,100,"Sac-Gap",125,0,"Exp1"
"8",1,101,"Sac-Gap",750,0,"Exp1"
"8",1,103,"Sac-Gap",500,1,"Exp1"
"8",1,106,"Sac-Gap",625,1,"Exp1"
"8",1,107,"Sac-Gap",875,1,"Exp1"
"8",1,108,"Sac-Gap",500,1,"Exp1"
"8",1,109,"Sac-Gap",250,0,"Exp1"
"8",1,110,"Sac-Gap",375,0,"Exp1"
"8",1,111,"Sac-Gap",750,0,"Exp1"
"8",1,112,"Sac-Gap",750,0,"Exp1"
"8",1,113,"Sac-Gap",625,1,"Exp1"
"8",1,114,"Sac-Gap",125,0,"Exp1"
"8",1,118,"Sac-Gap",750,1,"Exp1"
"8",1,119,"Sac-Gap",125,0,"Exp1"
"8",1,120,"Sac-Gap",125,0,"Exp1"
"8",1,121,"Sac-Gap",625,1,"Exp1"
"8",1,122,"Sac-Gap",375,0,"Exp1"
"8",1,123,"Sac-Gap",375,1,"Exp1"
"8",1,125,"Sac-Gap",750,1,"Exp1"
"8",1,126,"Sac-Gap",375,0,"Exp1"
"8",1,127,"Sac-Gap",750,0,"Exp1"
"8",1,128,"Sac-Gap",375,0,"Exp1"
"8",1,129,"Sac-Gap",625,1,"Exp1"
"8",1,131,"Sac-Gap",125,0,"Exp1"
"8",1,133,"Sac-Gap",750,1,"Exp1"
"8",1,134,"Sac-Gap",625,0,"Exp1"
"8",1,135,"Sac-Gap",125,0,"Exp1"
"8",1,136,"Sac-Gap",500,1,"Exp1"
"8",1,137,"Sac-Gap",125,0,"Exp1"
"8",1,139,"Sac-Gap",125,0,"Exp1"
"8",1,140,"Sac-Gap",500,1,"Exp1"
"8",1,7,"Sac-Gap",500,0,"Exp1"
"8",1,10,"Sac-Gap",500,0,"Exp1"
"8",1,16,"Sac-Gap",250,0,"Exp1"
"8",1,17,"Sac-Gap",625,1,"Exp1"
"8",1,20,"Sac-Gap",375,0,"Exp1"
"8",1,33,"Sac-Gap",125,0,"Exp1"
"8",1,47,"Sac-Gap",625,0,"Exp1"
"8",1,58,"Sac-Gap",500,1,"Exp1"
"8",1,59,"Sac-Gap",500,1,"Exp1"
"8",1,67,"Sac-Gap",625,1,"Exp1"
"8",1,72,"Sac-Gap",750,0,"Exp1"
"8",1,78,"Sac-Gap",250,0,"Exp1"
"8",1,83,"Sac-Gap",750,1,"Exp1"
"8",1,86,"Sac-Gap",500,0,"Exp1"
"8",1,88,"Sac-Gap",500,1,"Exp1"
"8",1,93,"Sac-Gap",375,0,"Exp1"
"8",1,94,"Sac-Gap",125,0,"Exp1"
"8",1,102,"Sac-Gap",750,1,"Exp1"
"8",1,104,"Sac-Gap",625,0,"Exp1"
"8",1,105,"Sac-Gap",750,1,"Exp1"
"8",1,115,"Sac-Gap",875,0,"Exp1"
"8",1,116,"Sac-Gap",500,1,"Exp1"
"8",1,117,"Sac-Gap",500,1,"Exp1"
"8",1,124,"Sac-Gap",750,0,"Exp1"
"8",1,130,"Sac-Gap",250,0,"Exp1"
"8",1,138,"Sac-Gap",500,1,"Exp1"
"8",1,13,"Sac-Gap",125,0,"Exp1"
"8",1,15,"Sac-Gap",250,0,"Exp1"
"8",1,36,"Sac-Gap",125,0,"Exp1"
"8",1,42,"Sac-Gap",750,1,"Exp1"
"8",1,84,"Sac-Gap",500,1,"Exp1"
"8",1,87,"Sac-Gap",125,0,"Exp1"
"8",1,132,"Sac-Gap",500,0,"Exp1"
"8",2,1,"Fix-Gap",125,0,"Exp1"
"8",2,2,"Fix-Gap",250,0,"Exp1"
"8",2,3,"Fix-Gap",875,1,"Exp1"
"8",2,4,"Fix-Gap",125,0,"Exp1"
"8",2,5,"Fix-Gap",125,0,"Exp1"
"8",2,6,"Fix-Gap",125,0,"Exp1"
"8",2,7,"Fix-Gap",250,0,"Exp1"
"8",2,8,"Fix-Gap",625,1,"Exp1"
"8",2,9,"Fix-Gap",750,1,"Exp1"
"8",2,10,"Fix-Gap",875,0,"Exp1"
"8",2,11,"Fix-Gap",875,1,"Exp1"
"8",2,13,"Fix-Gap",125,0,"Exp1"
"8",2,14,"Fix-Gap",750,1,"Exp1"
"8",2,16,"Fix-Gap",375,1,"Exp1"
"8",2,17,"Fix-Gap",250,0,"Exp1"
"8",2,18,"Fix-Gap",250,0,"Exp1"
"8",2,19,"Fix-Gap",125,0,"Exp1"
"8",2,20,"Fix-Gap",125,0,"Exp1"
"8",2,21,"Fix-Gap",500,1,"Exp1"
"8",2,22,"Fix-Gap",875,1,"Exp1"
"8",2,23,"Fix-Gap",875,1,"Exp1"
"8",2,24,"Fix-Gap",125,0,"Exp1"
"8",2,25,"Fix-Gap",625,1,"Exp1"
"8",2,27,"Fix-Gap",875,1,"Exp1"
"8",2,28,"Fix-Gap",625,1,"Exp1"
"8",2,29,"Fix-Gap",250,0,"Exp1"
"8",2,30,"Fix-Gap",375,1,"Exp1"
"8",2,33,"Fix-Gap",375,1,"Exp1"
"8",2,35,"Fix-Gap",750,1,"Exp1"
"8",2,36,"Fix-Gap",875,1,"Exp1"
"8",2,37,"Fix-Gap",625,1,"Exp1"
"8",2,38,"Fix-Gap",750,1,"Exp1"
"8",2,39,"Fix-Gap",250,0,"Exp1"
"8",2,40,"Fix-Gap",875,1,"Exp1"
"8",2,41,"Fix-Gap",750,1,"Exp1"
"8",2,42,"Fix-Gap",625,0,"Exp1"
"8",2,43,"Fix-Gap",250,1,"Exp1"
"8",2,44,"Fix-Gap",250,0,"Exp1"
"8",2,46,"Fix-Gap",875,1,"Exp1"
"8",2,47,"Fix-Gap",750,0,"Exp1"
"8",2,48,"Fix-Gap",625,1,"Exp1"
"8",2,49,"Fix-Gap",625,0,"Exp1"
"8",2,50,"Fix-Gap",375,1,"Exp1"
"8",2,51,"Fix-Gap",375,0,"Exp1"
"8",2,52,"Fix-Gap",125,0,"Exp1"
"8",2,53,"Fix-Gap",625,1,"Exp1"
"8",2,54,"Fix-Gap",875,1,"Exp1"
"8",2,55,"Fix-Gap",750,1,"Exp1"
"8",2,57,"Fix-Gap",750,1,"Exp1"
"8",2,58,"Fix-Gap",125,0,"Exp1"
"8",2,61,"Fix-Gap",875,1,"Exp1"
"8",2,62,"Fix-Gap",625,0,"Exp1"
"8",2,64,"Fix-Gap",625,1,"Exp1"
"8",2,67,"Fix-Gap",250,0,"Exp1"
"8",2,68,"Fix-Gap",375,1,"Exp1"
"8",2,70,"Fix-Gap",875,1,"Exp1"
"8",2,71,"Fix-Gap",125,0,"Exp1"
"8",2,73,"Fix-Gap",750,1,"Exp1"
"8",2,74,"Fix-Gap",500,0,"Exp1"
"8",2,75,"Fix-Gap",125,0,"Exp1"
"8",2,76,"Fix-Gap",125,0,"Exp1"
"8",2,77,"Fix-Gap",125,0,"Exp1"
"8",2,78,"Fix-Gap",625,1,"Exp1"
"8",2,79,"Fix-Gap",375,1,"Exp1"
"8",2,81,"Fix-Gap",625,0,"Exp1"
"8",2,84,"Fix-Gap",625,1,"Exp1"
"8",2,85,"Fix-Gap",625,1,"Exp1"
"8",2,86,"Fix-Gap",375,1,"Exp1"
"8",2,87,"Fix-Gap",875,0,"Exp1"
"8",2,89,"Fix-Gap",375,0,"Exp1"
"8",2,90,"Fix-Gap",375,1,"Exp1"
"8",2,91,"Fix-Gap",375,1,"Exp1"
"8",2,92,"Fix-Gap",875,1,"Exp1"
"8",2,93,"Fix-Gap",500,0,"Exp1"
"8",2,96,"Fix-Gap",375,0,"Exp1"
"8",2,97,"Fix-Gap",625,0,"Exp1"
"8",2,99,"Fix-Gap",625,1,"Exp1"
"8",2,101,"Fix-Gap",875,1,"Exp1"
"8",2,102,"Fix-Gap",500,1,"Exp1"
"8",2,103,"Fix-Gap",625,0,"Exp1"
"8",2,105,"Fix-Gap",375,0,"Exp1"
"8",2,106,"Fix-Gap",625,1,"Exp1"
"8",2,109,"Fix-Gap",875,1,"Exp1"
"8",2,112,"Fix-Gap",750,0,"Exp1"
"8",2,113,"Fix-Gap",625,1,"Exp1"
"8",2,116,"Fix-Gap",250,0,"Exp1"
"8",2,117,"Fix-Gap",625,1,"Exp1"
"8",2,118,"Fix-Gap",625,1,"Exp1"
"8",2,119,"Fix-Gap",125,0,"Exp1"
"8",2,123,"Fix-Gap",750,1,"Exp1"
"8",2,124,"Fix-Gap",625,1,"Exp1"
"8",2,125,"Fix-Gap",250,1,"Exp1"
"8",2,126,"Fix-Gap",125,0,"Exp1"
"8",2,127,"Fix-Gap",875,1,"Exp1"
"8",2,128,"Fix-Gap",625,1,"Exp1"
"8",2,129,"Fix-Gap",500,1,"Exp1"
"8",2,130,"Fix-Gap",625,0,"Exp1"
"8",2,132,"Fix-Gap",250,0,"Exp1"
"8",2,133,"Fix-Gap",500,0,"Exp1"
"8",2,134,"Fix-Gap",875,0,"Exp1"
"8",2,135,"Fix-Gap",125,0,"Exp1"
"8",2,140,"Fix-Gap",375,1,"Exp1"
"8",2,15,"Fix-Gap",500,1,"Exp1"
"8",2,26,"Fix-Gap",250,0,"Exp1"
"8",2,34,"Fix-Gap",250,0,"Exp1"
"8",2,45,"Fix-Gap",125,0,"Exp1"
"8",2,56,"Fix-Gap",750,1,"Exp1"
"8",2,59,"Fix-Gap",875,1,"Exp1"
"8",2,60,"Fix-Gap",500,1,"Exp1"
"8",2,65,"Fix-Gap",625,0,"Exp1"
"8",2,69,"Fix-Gap",250,0,"Exp1"
"8",2,72,"Fix-Gap",500,1,"Exp1"
"8",2,83,"Fix-Gap",750,1,"Exp1"
"8",2,88,"Fix-Gap",875,1,"Exp1"
"8",2,95,"Fix-Gap",125,0,"Exp1"
"8",2,98,"Fix-Gap",375,1,"Exp1"
"8",2,100,"Fix-Gap",250,0,"Exp1"
"8",2,104,"Fix-Gap",250,0,"Exp1"
"8",2,107,"Fix-Gap",750,1,"Exp1"
"8",2,108,"Fix-Gap",875,1,"Exp1"
"8",2,110,"Fix-Gap",125,0,"Exp1"
"8",2,111,"Fix-Gap",750,0,"Exp1"
"8",2,121,"Fix-Gap",625,1,"Exp1"
"8",2,131,"Fix-Gap",250,0,"Exp1"
"8",2,136,"Fix-Gap",500,0,"Exp1"
"8",2,137,"Fix-Gap",250,0,"Exp1"
"8",2,138,"Fix-Gap",875,1,"Exp1"
"8",2,12,"Fix-Gap",750,0,"Exp1"
"8",2,31,"Fix-Gap",500,1,"Exp1"
"8",2,32,"Fix-Gap",125,0,"Exp1"
"8",2,63,"Fix-Gap",125,0,"Exp1"
"8",2,66,"Fix-Gap",125,0,"Exp1"
"8",2,80,"Fix-Gap",125,0,"Exp1"
"8",2,82,"Fix-Gap",125,0,"Exp1"
"8",2,94,"Fix-Gap",125,0,"Exp1"
"8",2,114,"Fix-Gap",125,0,"Exp1"
"8",2,122,"Fix-Gap",875,1,"Exp1"
"8",2,139,"Fix-Gap",375,1,"Exp1"
"8",2,120,"Fix-Gap",375,1,"Exp1"
"8",2,115,"Fix-Gap",500,1,"Exp1"
"8",3,1,"Sac-nonGap",875,1,"Exp1"
"8",3,2,"Sac-nonGap",125,0,"Exp1"
"8",3,4,"Sac-nonGap",750,0,"Exp1"
"8",3,6,"Sac-nonGap",875,1,"Exp1"
"8",3,7,"Sac-nonGap",875,1,"Exp1"
"8",3,9,"Sac-nonGap",875,0,"Exp1"
"8",3,10,"Sac-nonGap",500,1,"Exp1"
"8",3,11,"Sac-nonGap",125,0,"Exp1"
"8",3,12,"Sac-nonGap",625,1,"Exp1"
"8",3,13,"Sac-nonGap",250,0,"Exp1"
"8",3,16,"Sac-nonGap",875,0,"Exp1"
"8",3,17,"Sac-nonGap",375,1,"Exp1"
"8",3,18,"Sac-nonGap",875,1,"Exp1"
"8",3,19,"Sac-nonGap",500,1,"Exp1"
"8",3,20,"Sac-nonGap",625,1,"Exp1"
"8",3,22,"Sac-nonGap",500,1,"Exp1"
"8",3,23,"Sac-nonGap",250,0,"Exp1"
"8",3,24,"Sac-nonGap",125,0,"Exp1"
"8",3,27,"Sac-nonGap",500,1,"Exp1"
"8",3,28,"Sac-nonGap",375,1,"Exp1"
"8",3,29,"Sac-nonGap",125,0,"Exp1"
"8",3,30,"Sac-nonGap",250,0,"Exp1"
"8",3,31,"Sac-nonGap",500,1,"Exp1"
"8",3,32,"Sac-nonGap",125,0,"Exp1"
"8",3,33,"Sac-nonGap",250,0,"Exp1"
"8",3,34,"Sac-nonGap",250,0,"Exp1"
"8",3,35,"Sac-nonGap",500,1,"Exp1"
"8",3,36,"Sac-nonGap",375,1,"Exp1"
"8",3,37,"Sac-nonGap",375,1,"Exp1"
"8",3,38,"Sac-nonGap",125,0,"Exp1"
"8",3,42,"Sac-nonGap",125,0,"Exp1"
"8",3,43,"Sac-nonGap",250,0,"Exp1"
"8",3,44,"Sac-nonGap",125,0,"Exp1"
"8",3,45,"Sac-nonGap",500,1,"Exp1"
"8",3,47,"Sac-nonGap",625,1,"Exp1"
"8",3,49,"Sac-nonGap",750,1,"Exp1"
"8",3,50,"Sac-nonGap",250,0,"Exp1"
"8",3,51,"Sac-nonGap",125,0,"Exp1"
"8",3,52,"Sac-nonGap",625,1,"Exp1"
"8",3,53,"Sac-nonGap",500,1,"Exp1"
"8",3,54,"Sac-nonGap",375,1,"Exp1"
"8",3,55,"Sac-nonGap",500,1,"Exp1"
"8",3,56,"Sac-nonGap",625,1,"Exp1"
"8",3,58,"Sac-nonGap",875,1,"Exp1"
"8",3,59,"Sac-nonGap",375,1,"Exp1"
"8",3,60,"Sac-nonGap",500,1,"Exp1"
"8",3,61,"Sac-nonGap",125,0,"Exp1"
"8",3,62,"Sac-nonGap",375,1,"Exp1"
"8",3,63,"Sac-nonGap",875,1,"Exp1"
"8",3,64,"Sac-nonGap",125,0,"Exp1"
"8",3,65,"Sac-nonGap",375,1,"Exp1"
"8",3,66,"Sac-nonGap",875,1,"Exp1"
"8",3,68,"Sac-nonGap",750,1,"Exp1"
"8",3,69,"Sac-nonGap",125,0,"Exp1"
"8",3,70,"Sac-nonGap",625,1,"Exp1"
"8",3,71,"Sac-nonGap",875,1,"Exp1"
"8",3,72,"Sac-nonGap",375,0,"Exp1"
"8",3,73,"Sac-nonGap",375,1,"Exp1"
"8",3,74,"Sac-nonGap",625,1,"Exp1"
"8",3,77,"Sac-nonGap",500,1,"Exp1"
"8",3,79,"Sac-nonGap",875,1,"Exp1"
"8",3,80,"Sac-nonGap",875,0,"Exp1"
"8",3,81,"Sac-nonGap",500,1,"Exp1"
"8",3,82,"Sac-nonGap",250,0,"Exp1"
"8",3,84,"Sac-nonGap",375,0,"Exp1"
"8",3,85,"Sac-nonGap",500,1,"Exp1"
"8",3,86,"Sac-nonGap",625,1,"Exp1"
"8",3,87,"Sac-nonGap",750,0,"Exp1"
"8",3,88,"Sac-nonGap",500,1,"Exp1"
"8",3,89,"Sac-nonGap",875,1,"Exp1"
"8",3,90,"Sac-nonGap",625,1,"Exp1"
"8",3,91,"Sac-nonGap",375,0,"Exp1"
"8",3,93,"Sac-nonGap",500,1,"Exp1"
"8",3,94,"Sac-nonGap",750,1,"Exp1"
"8",3,95,"Sac-nonGap",625,1,"Exp1"
"8",3,96,"Sac-nonGap",375,0,"Exp1"
"8",3,97,"Sac-nonGap",375,0,"Exp1"
"8",3,98,"Sac-nonGap",875,1,"Exp1"
"8",3,99,"Sac-nonGap",500,1,"Exp1"
"8",3,100,"Sac-nonGap",250,0,"Exp1"
"8",3,101,"Sac-nonGap",750,1,"Exp1"
"8",3,103,"Sac-nonGap",875,1,"Exp1"
"8",3,104,"Sac-nonGap",125,0,"Exp1"
"8",3,106,"Sac-nonGap",125,0,"Exp1"
"8",3,107,"Sac-nonGap",125,0,"Exp1"
"8",3,108,"Sac-nonGap",250,0,"Exp1"
"8",3,109,"Sac-nonGap",875,1,"Exp1"
"8",3,110,"Sac-nonGap",875,1,"Exp1"
"8",3,111,"Sac-nonGap",875,1,"Exp1"
"8",3,112,"Sac-nonGap",125,0,"Exp1"
"8",3,113,"Sac-nonGap",875,1,"Exp1"
"8",3,114,"Sac-nonGap",750,1,"Exp1"
"8",3,115,"Sac-nonGap",125,0,"Exp1"
"8",3,116,"Sac-nonGap",250,0,"Exp1"
"8",3,117,"Sac-nonGap",625,1,"Exp1"
"8",3,118,"Sac-nonGap",125,0,"Exp1"
"8",3,119,"Sac-nonGap",250,0,"Exp1"
"8",3,120,"Sac-nonGap",375,0,"Exp1"
"8",3,121,"Sac-nonGap",375,0,"Exp1"
"8",3,124,"Sac-nonGap",125,0,"Exp1"
"8",3,125,"Sac-nonGap",500,1,"Exp1"
"8",3,126,"Sac-nonGap",750,1,"Exp1"
"8",3,127,"Sac-nonGap",750,1,"Exp1"
"8",3,128,"Sac-nonGap",625,1,"Exp1"
"8",3,129,"Sac-nonGap",250,0,"Exp1"
"8",3,131,"Sac-nonGap",375,0,"Exp1"
"8",3,132,"Sac-nonGap",750,1,"Exp1"
"8",3,133,"Sac-nonGap",250,0,"Exp1"
"8",3,134,"Sac-nonGap",250,1,"Exp1"
"8",3,135,"Sac-nonGap",125,0,"Exp1"
"8",3,136,"Sac-nonGap",625,1,"Exp1"
"8",3,137,"Sac-nonGap",875,1,"Exp1"
"8",3,138,"Sac-nonGap",625,1,"Exp1"
"8",3,139,"Sac-nonGap",375,1,"Exp1"
"8",3,140,"Sac-nonGap",375,1,"Exp1"
"8",3,3,"Sac-nonGap",375,1,"Exp1"
"8",3,5,"Sac-nonGap",625,1,"Exp1"
"8",3,14,"Sac-nonGap",250,0,"Exp1"
"8",3,15,"Sac-nonGap",750,1,"Exp1"
"8",3,21,"Sac-nonGap",875,1,"Exp1"
"8",3,25,"Sac-nonGap",625,1,"Exp1"
"8",3,39,"Sac-nonGap",625,1,"Exp1"
"8",3,40,"Sac-nonGap",125,0,"Exp1"
"8",3,41,"Sac-nonGap",250,0,"Exp1"
"8",3,46,"Sac-nonGap",875,1,"Exp1"
"8",3,48,"Sac-nonGap",250,0,"Exp1"
"8",3,57,"Sac-nonGap",500,1,"Exp1"
"8",3,67,"Sac-nonGap",125,0,"Exp1"
"8",3,75,"Sac-nonGap",875,1,"Exp1"
"8",3,76,"Sac-nonGap",750,1,"Exp1"
"8",3,78,"Sac-nonGap",250,0,"Exp1"
"8",3,83,"Sac-nonGap",125,0,"Exp1"
"8",3,92,"Sac-nonGap",875,1,"Exp1"
"8",3,105,"Sac-nonGap",250,0,"Exp1"
"8",3,122,"Sac-nonGap",500,1,"Exp1"
"8",3,123,"Sac-nonGap",125,0,"Exp1"
"8",3,130,"Sac-nonGap",500,1,"Exp1"
"8",3,8,"Sac-nonGap",625,1,"Exp1"
"8",3,26,"Sac-nonGap",500,1,"Exp1"
"8",3,102,"Sac-nonGap",875,1,"Exp1"
"8",4,1,"Fix-nonGap",875,1,"Exp1"
"8",4,2,"Fix-nonGap",500,0,"Exp1"
"8",4,3,"Fix-nonGap",125,0,"Exp1"
"8",4,5,"Fix-nonGap",375,0,"Exp1"
"8",4,6,"Fix-nonGap",250,1,"Exp1"
"8",4,7,"Fix-nonGap",250,0,"Exp1"
"8",4,8,"Fix-nonGap",500,1,"Exp1"
"8",4,9,"Fix-nonGap",250,0,"Exp1"
"8",4,10,"Fix-nonGap",250,0,"Exp1"
"8",4,11,"Fix-nonGap",375,0,"Exp1"
"8",4,12,"Fix-nonGap",625,1,"Exp1"
"8",4,13,"Fix-nonGap",875,1,"Exp1"
"8",4,14,"Fix-nonGap",125,0,"Exp1"
"8",4,15,"Fix-nonGap",625,1,"Exp1"
"8",4,16,"Fix-nonGap",750,1,"Exp1"
"8",4,17,"Fix-nonGap",375,0,"Exp1"
"8",4,18,"Fix-nonGap",250,0,"Exp1"
"8",4,19,"Fix-nonGap",125,0,"Exp1"
"8",4,20,"Fix-nonGap",125,0,"Exp1"
"8",4,21,"Fix-nonGap",375,0,"Exp1"
"8",4,22,"Fix-nonGap",125,0,"Exp1"
"8",4,23,"Fix-nonGap",875,1,"Exp1"
"8",4,24,"Fix-nonGap",500,1,"Exp1"
"8",4,25,"Fix-nonGap",750,1,"Exp1"
"8",4,26,"Fix-nonGap",875,1,"Exp1"
"8",4,27,"Fix-nonGap",375,0,"Exp1"
"8",4,28,"Fix-nonGap",875,1,"Exp1"
"8",4,29,"Fix-nonGap",750,1,"Exp1"
"8",4,30,"Fix-nonGap",500,0,"Exp1"
"8",4,31,"Fix-nonGap",750,1,"Exp1"
"8",4,32,"Fix-nonGap",875,1,"Exp1"
"8",4,33,"Fix-nonGap",750,1,"Exp1"
"8",4,34,"Fix-nonGap",500,0,"Exp1"
"8",4,35,"Fix-nonGap",375,0,"Exp1"
"8",4,36,"Fix-nonGap",625,1,"Exp1"
"8",4,37,"Fix-nonGap",875,1,"Exp1"
"8",4,38,"Fix-nonGap",250,0,"Exp1"
"8",4,39,"Fix-nonGap",750,1,"Exp1"
"8",4,40,"Fix-nonGap",125,0,"Exp1"
"8",4,41,"Fix-nonGap",625,1,"Exp1"
"8",4,42,"Fix-nonGap",875,1,"Exp1"
"8",4,43,"Fix-nonGap",375,0,"Exp1"
"8",4,44,"Fix-nonGap",250,0,"Exp1"
"8",4,45,"Fix-nonGap",625,1,"Exp1"
"8",4,47,"Fix-nonGap",125,0,"Exp1"
"8",4,48,"Fix-nonGap",250,0,"Exp1"
"8",4,50,"Fix-nonGap",250,0,"Exp1"
"8",4,51,"Fix-nonGap",125,0,"Exp1"
"8",4,52,"Fix-nonGap",250,0,"Exp1"
"8",4,53,"Fix-nonGap",875,1,"Exp1"
"8",4,54,"Fix-nonGap",375,0,"Exp1"
"8",4,55,"Fix-nonGap",125,0,"Exp1"
"8",4,58,"Fix-nonGap",250,0,"Exp1"
"8",4,59,"Fix-nonGap",125,0,"Exp1"
"8",4,60,"Fix-nonGap",750,1,"Exp1"
"8",4,61,"Fix-nonGap",125,0,"Exp1"
"8",4,62,"Fix-nonGap",750,1,"Exp1"
"8",4,63,"Fix-nonGap",125,0,"Exp1"
"8",4,64,"Fix-nonGap",250,0,"Exp1"
"8",4,65,"Fix-nonGap",125,0,"Exp1"
"8",4,66,"Fix-nonGap",250,0,"Exp1"
"8",4,68,"Fix-nonGap",625,1,"Exp1"
"8",4,69,"Fix-nonGap",625,1,"Exp1"
"8",4,70,"Fix-nonGap",250,0,"Exp1"
"8",4,71,"Fix-nonGap",250,0,"Exp1"
"8",4,72,"Fix-nonGap",500,1,"Exp1"
"8",4,73,"Fix-nonGap",250,0,"Exp1"
"8",4,74,"Fix-nonGap",875,1,"Exp1"
"8",4,75,"Fix-nonGap",750,1,"Exp1"
"8",4,76,"Fix-nonGap",125,0,"Exp1"
"8",4,77,"Fix-nonGap",375,0,"Exp1"
"8",4,78,"Fix-nonGap",250,0,"Exp1"
"8",4,79,"Fix-nonGap",375,0,"Exp1"
"8",4,80,"Fix-nonGap",375,0,"Exp1"
"8",4,81,"Fix-nonGap",875,1,"Exp1"
"8",4,83,"Fix-nonGap",750,1,"Exp1"
"8",4,84,"Fix-nonGap",875,1,"Exp1"
"8",4,85,"Fix-nonGap",125,0,"Exp1"
"8",4,86,"Fix-nonGap",625,1,"Exp1"
"8",4,87,"Fix-nonGap",500,1,"Exp1"
"8",4,88,"Fix-nonGap",625,1,"Exp1"
"8",4,89,"Fix-nonGap",750,1,"Exp1"
"8",4,91,"Fix-nonGap",125,0,"Exp1"
"8",4,92,"Fix-nonGap",500,0,"Exp1"
"8",4,93,"Fix-nonGap",375,1,"Exp1"
"8",4,94,"Fix-nonGap",500,1,"Exp1"
"8",4,95,"Fix-nonGap",875,1,"Exp1"
"8",4,96,"Fix-nonGap",375,0,"Exp1"
"8",4,97,"Fix-nonGap",250,0,"Exp1"
"8",4,98,"Fix-nonGap",250,0,"Exp1"
"8",4,99,"Fix-nonGap",500,1,"Exp1"
"8",4,100,"Fix-nonGap",125,0,"Exp1"
"8",4,101,"Fix-nonGap",500,1,"Exp1"
"8",4,102,"Fix-nonGap",875,1,"Exp1"
"8",4,103,"Fix-nonGap",375,0,"Exp1"
"8",4,104,"Fix-nonGap",375,1,"Exp1"
"8",4,105,"Fix-nonGap",625,1,"Exp1"
"8",4,106,"Fix-nonGap",500,1,"Exp1"
"8",4,107,"Fix-nonGap",750,1,"Exp1"
"8",4,108,"Fix-nonGap",500,0,"Exp1"
"8",4,109,"Fix-nonGap",125,0,"Exp1"
"8",4,110,"Fix-nonGap",250,0,"Exp1"
"8",4,111,"Fix-nonGap",875,1,"Exp1"
"8",4,112,"Fix-nonGap",750,1,"Exp1"
"8",4,114,"Fix-nonGap",875,1,"Exp1"
"8",4,115,"Fix-nonGap",750,1,"Exp1"
"8",4,116,"Fix-nonGap",500,1,"Exp1"
"8",4,117,"Fix-nonGap",750,1,"Exp1"
"8",4,118,"Fix-nonGap",125,0,"Exp1"
"8",4,119,"Fix-nonGap",375,0,"Exp1"
"8",4,120,"Fix-nonGap",750,1,"Exp1"
"8",4,121,"Fix-nonGap",875,1,"Exp1"
"8",4,122,"Fix-nonGap",500,0,"Exp1"
"8",4,123,"Fix-nonGap",125,0,"Exp1"
"8",4,124,"Fix-nonGap",375,0,"Exp1"
"8",4,125,"Fix-nonGap",375,0,"Exp1"
"8",4,126,"Fix-nonGap",875,1,"Exp1"
"8",4,127,"Fix-nonGap",750,1,"Exp1"
"8",4,128,"Fix-nonGap",250,0,"Exp1"
"8",4,129,"Fix-nonGap",375,0,"Exp1"
"8",4,130,"Fix-nonGap",875,1,"Exp1"
"8",4,131,"Fix-nonGap",375,0,"Exp1"
"8",4,133,"Fix-nonGap",375,0,"Exp1"
"8",4,134,"Fix-nonGap",750,0,"Exp1"
"8",4,135,"Fix-nonGap",625,1,"Exp1"
"8",4,136,"Fix-nonGap",750,1,"Exp1"
"8",4,137,"Fix-nonGap",250,0,"Exp1"
"8",4,138,"Fix-nonGap",250,0,"Exp1"
"8",4,139,"Fix-nonGap",125,0,"Exp1"
"8",4,140,"Fix-nonGap",250,0,"Exp1"
"8",4,4,"Fix-nonGap",500,1,"Exp1"
